"1362935","0","1999-10-08","2011-04-16","0","M","1","","Duncan","Paul","15329","Spring Center","97237","Portland","OR","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363465","10516","1973-12-12","2010-05-17","1","M","4","","Harvey","Hudson","3593","Seventh","92510","Riverside","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363404","0","1997-03-15","2009-06-18","0","M","1","","Jacob","Matthews","17238","Flower","43688","Toledo","OH","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362588","6354","1900-01-01","2005-07-19","0","M","2","","Geneve","McGough","10631","Park","98137","Seattle","WA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363200","21015","1996-09-18","2008-08-20","0","M","1","","Owen","Maloney","18391","J","94225","Sacramento","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362853","26505","1964-06-05","2011-09-21","1","F","2","Ms.","Sally","Matsumoto","15495","Daisy","7117","Newark","NJ","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362792","3158","1934-05-08","2011-10-22","0","M","2","","Eric","Parent","5250","Cactus","10088","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363322","66930","1956-08-16","2003-11-23","0","F","2","","Angela","Herreweyers","16264","Valley","46240","Indianapolis","IN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363261","19494","1968-04-19","2005-12-24","0","F","1","Ms.","Paula","Wittenberg","5488","Cherry","10098","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363179","19334","1970-03-19","2009-01-25","2","F","4","Mrs.","Kathy","Glover","14639","Stillwater","60637","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363057","6493","1940-04-06","2007-02-26","0","F","2","","Carmen","Williamson","7541","Parsons","14667","Rochester","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363444","3171","1992-07-31","2010-03-27","1","F","2","Mrs.","Cecilia","McLaughlin","11867","C","94260","Sacramento","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362649","8976","1986-08-19","2004-04-28","1","F","2","","Demi","Garrison","9374","Clairemont Mesa","10153","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362567","30664","1958-06-30","2005-05-29","1","F","2","Mrs.","Kimberly","Telles","17599","Orange","90112","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363383","21751","1960-07-21","2007-06-30","0","M","2","","Ron","Schnack","19010","Quince","80228","Denver","CO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363036","24326","1954-03-24","2011-07-31","0","F","2","","Cynthia","Erceg","10637","Inspiration","53217","Milwaukee","WI","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362506","76087.58","1962-06-07","2009-08-01","1","M","2","Mr.","Jeff","Troester","8001","Gardenia","94164","San Francisco","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362832","56597","1983-05-06","2010-09-02","2","F","2","Mrs.","Connie","Raco","17121","Stillwater","48212","Detroit","MI","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362975","36330","1968-06-03","2005-10-03","1","M","2","Mr.","Nick","Mevawalla","3023","Capital","68180","Omaha","NB","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363301","39991","1974-09-03","2011-11-04","0","F","1","","Chris","Owings","10854","Walnut","85707","Tucson","AZ","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362771","24344","1982-03-24","2009-12-05","2","F","2","Mrs.","Brenda","Khanijow","12529","2nd","60601","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362893","0","1999-01-15","2004-01-06","0","M","1","","Dean","Kirchmer","3204","Kingsbury","97248","Portland","OR","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363097","21663","1960-06-21","2007-02-07","1","F","2","Ms.","Margarita","Justice","9085","Rose","96849","Honolulu","HI","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363158","13148","1966-01-13","2003-03-08","0","M","1","","Carlo","Ryback","11155","First","44101","Cleveland","OH","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362485","22690","1989-06-22","2007-04-09","0","F","1","Dr.","Elvira","Linderman","4581","Daffodil","10140","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362546","10025","1979-02-10","2006-05-10","0","F","2","","Joyce","Levy","2125","Third","10126","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362954","43317","1984-03-17","2011-06-11","3","F","2","Ms.","Judith","Palmer","5020","Eighth","95137","San Jose","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363015","24545","1962-05-24","2009-07-12","1","F","2","Ms.","Debbie","McMillen","10274","Mission Gorge","90095","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363219","18036","1978-03-18","2005-08-13","2","F","2","","Kathy","Higgins","19629","Humble","10154","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363484","10244","1962-02-10","2009-09-14","0","F","1","","Blanche","Takahashi","8050","Flower","55481","Minneapolis","MN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362811","8011","1935-11-08","2009-10-15","0","F","2","Dr.","Daniel","Hoff","9205","Thirteenth","19117","Philadelphia","PA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362607","24450","1970-05-24","2007-11-16","1","M","2","","Johnson","Celio","9291","Kingsbury","98133","Seattle","WA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363280","7571","1991-05-07","2009-12-17","1","F","4","","May","Thomas","3520","A","38168","Memphis","TN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362872","17099","1967-09-17","2004-01-18","2","F","3","Ms.","June","Bradley","6560","Jasmine","90141","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363076","47083","1971-08-07","2008-02-19","1","F","2","Ms.","Marsha","Richards","19289","Lemon","10171","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362729","0","2001-05-13","2006-03-20","0","M","1","","Bruce","Kraus","1223","Vine","10104","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362668","0","2001-05-13","2006-04-21","0","M","1","","Chiman","Boyd","16437","37th","90750","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363198","60104","1958-10-06","2005-05-22","2","M","2","","Hal","Maloney","18391","J","94225","Sacramento","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362933","19823","1959-08-19","2006-06-23","1","M","2","","Hubbert","Paul","15329","Spring Center","97237","Portland","OR","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362586","24476","1968-07-24","2005-07-24","0","F","1","","Blanche","Norris","2312","Bear","23570","Norfolk","VA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363402","24368","1951-03-24","2008-08-25","0","F","1","","Inge","McLain","245","B","10007","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363055","34473","1962-07-04","2009-09-26","1","M","2","","Steve","Clark","2676","Inspiration","53277","Milwaukee","WI","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362525","6300","1937-06-30","2004-10-27","0","F","1","Ms.","Virginia","Murray","10659","Bear","60613","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362851","51608","1975-08-16","2007-11-28","0","M","1","","Kalin","Niedelman","5667","Ninth","77036","Houston","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363259","7335","1986-03-12","2004-12-29","1","M","2","Mr.","Carl","Lennan","6656","A","90166","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362912","29064","1979-06-29","2006-01-30","3","M","2","Dr.","Vincent","Alpert","10566","Orchid","10086","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362504","0.98","1999-01-15","2011-03-31","0","F","1","","Tammy","Carrington","11763","106th","90785","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362708","15246","1985-06-15","2007-03-01","0","M","1","Dr.","Peter","Roberts","4463","Jasmine","10164","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362973","17242","1954-02-17","2011-04-02","0","F","1","","Amelia","Hanson","2897","37th","19155","Philadelphia","PA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363442","144157","1956-12-14","2006-05-03","0","M","2","","Alex","Gins","6","Mulberry","77034","Houston","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362769","27885","1980-08-27","2008-06-04","0","F","1","","Kathy","Liu","10345","2nd","94149","San Francisco","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362565","27492","1965-09-27","2002-07-05","0","F","1","","Carmen","Pike","12941","Eagle Rock","90794","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363238","5788","1979-02-05","2006-08-06","2","F","2","","Kim","Lew","11731","89th","78784","Austin","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362891","0","1999-07-15","2004-09-07","0","F","1","","Mollie","Kirchmer","3204","Kingsbury","97248","Portland","OR","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362830","10933","1968-10-21","2008-10-08","0","F","1","","Lisa","Roberson","16032","Inspiration","15279","Pittsburgh","PA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363217","15724","1943-11-11","2010-11-09","0","F","1","","Janice","Ozenbaugh","1733","Lotus","92176","San Diego","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362626","15993","1976-01-22","2011-12-10","3","F","2","","Joanna","Hemphill","12054","Orange","33157","Miami","FL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363013","4435","1960-02-28","2006-01-11","0","F","2","","Malisa","Schissler","7830","6th","10101","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363095","12396","1955-08-14","2011-02-12","0","F","2","Mrs.","Maxine","Brownell","9012","106th","10084","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363482","9129","1961-03-29","2005-03-13","0","M","2","Mr.","Tim","Sze","6557","B","80274","Denver","CO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362687","7431","1998-07-11","2004-04-14","1","F","2","","Daisy","Parent","10425","23rd","97203","Portland","OR","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362605","16957","1935-06-11","2007-05-15","0","F","2","","Robyn","Baker","16177","Ninth","37229","Nashville","TN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362952","7633","1973-07-27","2008-06-16","0","F","2","Mrs.","Farrah","OFlaherty","2699","Quince","98186","Seattle","WA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363339","0","1968-10-20","2005-07-17","0","F","1","","Sibyl","Starkel","5874","Old Cliffs","90106","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363421","1982","1985-04-01","2004-08-18","0","M","1","","Kent","Harper","3447","Washington","94606","Oakland","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362727","81509","1999-06-24","2010-09-19","1","F","2","","Pat","Kraus","1223","Vine","10104","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362809","25180","1970-09-23","2005-10-20","1","F","3","","Jill","Rostek","13093","Vine","46232","Indianapolis","IN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363196","35502","1988-03-26","2009-11-21","0","F","1","","Kitty","Aroori","4835","B","90175","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362666","0","1963-05-15","2004-12-22","0","F","1","","Harriet","Boyd","16437","37th","90750","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363461","23108","1999-10-08","2002-01-23","0","F","2","Dr.","Caroline","Ross","9959","Old Cliffs","55177","St Paul","MN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363135","18350","1973-12-12","2006-02-24","2","F","2","Mrs.","Rosalynn","Hedegard","3846","Daffodil","92821","Anaheim","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362584","12885","1997-03-15","2010-03-25","0","F","2","","Molly","Cole","19803","Daisy","60666","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362931","39704","1948-02-21","2008-04-26","1","F","2","Mrs.","Paulina","Shen","14679","Figueroa","90003","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363053","55061","1996-09-18","2011-05-27","0","M","1","","Tam","OBrien","5200","Hotel Cir","21254","Baltimore","MD","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363400","49258","1964-06-05","2002-06-28","0","F","2","Mrs.","Priscilla","Lackpour","18036","Cistus","10208","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363318","7751","1934-05-08","2010-07-29","2","F","4","","Beatrice","Powers","5315","Parrot","78429","Corpus Christi","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362523","0","1956-08-16","2006-08-30","0","F","1","","Julie","Morton","8369","Madison","90061","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362706","0","1968-04-19","2004-09-30","0","F","1","","Lisa","Dole","1537","23rd","63137","St Louis","MO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362992","24534","1970-03-19","2011-10-01","0","F","1","","Pauline","Lennan","10547","Olive","85036","Phoenix","AZ","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363175","0","1940-04-06","2010-11-02","0","F","1","","Chris","McLaughlin","2567","Inspiration","92817","Anaheim","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363257","31910","1992-07-31","2007-12-03","0","M","1","Mr.","Terry","Panfilov","15489","Fifth","10118","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362767","0","1986-08-19","2009-01-04","0","F","1","","Nellie","Elliot","16726","D","60606","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362849","22001","1958-06-30","2007-03-05","0","F","1","","Lorraine","Knowles","10246","Division","37209","Nashville","TN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362563","14711","1950-07-21","2008-03-06","0","M","2","","Yunqing","McHugh","9266","D","60647","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362645","57194","1954-03-24","2010-04-07","3","M","4","Mr.","Erin","Kjolsing","4758","Seventh","90057","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362624","28867","1962-06-07","2004-05-08","0","F","2","Mrs.","Sally","Newton","4144","Kings","77099","Houston","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362502","15530.99","1983-05-06","2004-06-09","2","M","2","","Gilbert","Carrington","11763","106th","90785","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362481","20855","1968-06-03","2005-07-10","2","F","2","","Darby","Beed","6498","H","10209","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362971","31040","1974-09-03","2011-08-11","0","F","2","Ms.","Harriet","Putnam","6784","Kingsbury","98162","Seattle","WA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362746","8810","1982-03-24","2006-09-12","2","F","2","","Arlene","Sinclair","12175","Parsons","70156","New Orleans","LA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363236","23206","1999-01-15","2007-10-13","0","M","3","Mr.","Teri","Steele","8228","89th","90130","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363215","57723","1960-06-21","2004-11-14","1","M","4","","Marty","Lau","13456","Old Cliffs","10229","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362828","3994","1966-01-13","2004-12-15","0","M","2","","Larry","Jiang","4080","B","10248","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363011","90248","1989-06-22","2006-01-16","0","M","4","","Joe","Wall","5109","Dahlia","10145","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363297","9351","1979-02-10","2005-02-17","0","F","1","","Debbie","McCreary","17730","Dahlia","85701","Tucson","AZ","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363480","8038","1984-03-17","2010-03-18","0","F","1","Ms.","Connie","Harrington","7331","Madison","21257","Baltimore","MD","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363093","1039","1962-05-24","2002-04-19","0","M","2","","Yasmine","Larson","2034","Rose","55174","St Paul","MN","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363072","7495","1978-03-18","2003-05-20","0","M","2","Mr.","Yoshito","Henderson","1284","Humble","79931","El Paso","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362685","34080","1962-02-10","2009-06-21","0","F","1","Miss","Rhonda","Grimmer","11318","Tulip","77287","Houston","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362868","14877","1932-11-08","2008-07-22","3","F","2","","Carmen","Keller","4669","Broadway","60621","Chicago","IL","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363154","2925","1970-05-24","2003-08-23","2","F","4","Ms.","Kathy","Johnson","4007","G","94272","Sacramento","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363337","84335","1991-05-07","2008-09-24","4","F","4","","Michelle","Starkel","5874","Old Cliffs","90106","Los Angeles","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362950","11935","1967-09-17","2011-10-25","0","F","2","","Happy","Warner","13871","2nd","40564","Lexington","KY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362929","83295","1971-08-07","2003-11-26","1","M","4","Mr.","Les","Carter","14440","Second","78707","Austin","TX","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362542","43900","2001-05-13","2005-12-27","2","F","2","Ms.","Mayreen","Hudson","17954","Inspiration","10152","New York City","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362725","68933","2001-05-13","2009-01-28","1","M","3","","Syukuro","Center","4900","Division","63152","St Louis","MO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363276","16422","1958-10-06","2009-02-28","3","M","2","Mr.","Charles","Mealhouse","437","Fern","64105","Kansas City","MO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363194","24275","1959-08-19","2006-03-30","1","F","3","","Sheila","Hummel","4855","Oleander","64136","Kansas City","MO","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362664","30676","1968-07-24","2007-04-30","5","M","4","Mr.","Corey","Boyd","16437","37th","90750","Long Beach","CA","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363051","0","1951-03-24","2005-05-01","0","M","1","","Johnson","Wollmann","4864","Westchester","73179","Oklahoma City","OK","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1363133","12823","1962-07-04","2005-06-02","0","F","1","Ms.","Lila","Coleman","1108","Park","74168","Tulsa","OK","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
"1362643","6356","1937-06-30","2008-07-03","0","F","1","","Julie","Hood","19762","Maiden","14686","Rochester","NY","2011-11-12 00:00:00.000000","","2011-11-12","",,1,1,"LD_001_01_CUSTOMER",6,"",
